"Geneid","5-days-old","10-days-old","15-days-old","20-days-old","25-days-old","30-days-old","35-days-old","40-days-old","45-days-old","55-days-old"
"Glyma.13G228400",0.11,0.08,0.067,0.028,0.025,0.019,0.034,0.024,0.057,0.722
"Glyma.13G234500",0.035,0.067,0.029,0.008,0.009,0,0.004,0.015,0.056,1.547
"Glyma.13G236600",13.215,5.421,1.606,1.185,1.546,5.539,2.136,4.396,6.848,77.989
"Glyma.13G241000",29.309,22.019,20.516,12.786,9.023,11.812,8.471,6.836,7.016,13.922
"Glyma.13G241100",9.529,8.411,6.766,6.606,3.358,5.871,2.537,1.212,0.955,0.476
"Glyma.13G245000",9.806,7.615,3.274,2.96,3.455,3.725,3.676,2.762,1.777,0.725
"Glyma.13G257200",4.02,2.755,1.3,1.307,0.58,0.955,0.507,0.376,0.231,0.262
"Glyma.13G259400",0.016,0.032,0,0,0.532,0.009,0.65,2.842,21.498,131.909
"Glyma.13G259500",0.011,0.087,0,0.011,0,0,0.007,0,0,0.007
"Glyma.13G261700",23.233,16.906,15.678,24.884,100.587,42.038,170.18,188.754,337.387,877.833
"Glyma.13G262000",0.584,0.68,0.882,2.216,10.136,5.43,11.906,14.279,29.845,83.897
"Glyma.13G266100",0.008,0.013,0.023,0.031,0.032,0.092,0.038,0.036,0.079,0.629
"Glyma.13G266600",8.559,5.854,2.998,2.661,1.04,2.506,1.127,0.667,0.233,0.095
"Glyma.13G270100",0.121,0.366,0.284,0.298,2.219,1.58,2.349,6.8,18.565,233.126
"Glyma.13G273000",39.192,29.107,17.77,13.202,7.2,8.848,5.469,2.778,1.518,0.135
"Glyma.13G274100",4.257,3.361,1.363,0.722,1.252,1.174,1.216,0.969,2.875,16.19
"Glyma.13G274800",6.016,4.621,3.428,3.313,1.309,1.867,0.99,0.469,0.218,0.188
"Glyma.13G275800",2.723,2.142,0.907,0.523,0.474,0.401,0.553,0.157,0.235,0.019
"Glyma.13G276800",14.266,6.785,4.555,3.781,1.844,2.646,1.497,0.996,0.397,0.128
"Glyma.13G278000",0,0,0,0,0,1.078,0.06,90.526,74.134,1539.712
"Glyma.13G278300",9.814,7.815,6.251,6.084,2.736,4.395,2.095,0.995,0.462,0.017
"Glyma.13G279000",10.768,7.782,6.14,5.409,2.17,2.927,2.248,1.817,2.907,3.134
"Glyma.13G279900",0.015,0.088,0.132,0.346,1.901,0.583,1.565,4.114,29.352,153.538
"Glyma.13G280000",0.003,0.005,0,0,0,0.003,0.108,0.398,4.815,8.61
"Glyma.13G280600",0.521,0.269,0.278,0.42,0.811,1.113,1.248,2.552,5.069,17.758
"Glyma.13G281600",25.508,9.712,1.058,0.887,1.809,0.751,2.476,2.254,15.497,61.641
"Glyma.13G285400",0.372,0.481,0.387,0.61,0.79,1.157,1.01,1.41,3.631,19.599
"Glyma.13G289900",24.713,18.084,12.264,13.389,4.134,11.056,3.912,1.364,0.577,0.049
"Glyma.13G290400",18.503,12.231,9.47,7.862,3.39,5.9,3.923,3.362,8.665,7.29
"Glyma.13G291200",1.843,1.162,0.631,0.666,0.494,0.643,0.476,0.291,0.293,0.039
"Glyma.13G291300",210.093,184.441,106.997,91.579,91.9,91.374,79.849,70.821,64.984,51.931
"Glyma.13G293800",3.279,3.201,3.316,2.635,1.617,2.215,1.624,1.297,1.323,1.726
"Glyma.13G294300",1.438,3.875,6.191,10.267,16.09,10.903,11.553,7.883,5.97,4.12
"Glyma.13G295300",12.127,8.299,5.659,3.588,2.599,2.281,2.62,1.723,1.887,0.548
"Glyma.13G297100",0.021,0.009,0.005,0.008,0.003,0.012,0.006,0,0.001,0.006
"Glyma.13G297800",5.071,3.869,3.722,4.301,3.584,3.892,2.877,1.966,1.54,0.134
"Glyma.13G300000",36.159,30.663,22.261,25.522,6.731,28.441,7.768,4.748,1.284,0.814
"Glyma.13G301300",18.455,16.107,11.42,14.728,5.9,10.756,6.4,2.211,0.776,0.019
"Glyma.13G302300",9.674,6.623,5.579,5.073,3.6,5.168,3.747,2.284,1.204,0.07
"Glyma.13G302900",27.77,19.995,8.272,7.484,2.641,3.938,2.221,1.811,0.524,0.664
"Glyma.13G304400",8.015,4.859,1.042,0.601,0.117,0.384,0.058,0.07,0.02,0.093
"Glyma.13G308200",21.266,11.696,5.752,3.511,2.526,2.865,2.061,1.419,1.187,0.984
"Glyma.13G310100",0.154,0.109,0.07,0.039,0.059,0.051,0.046,0.154,1.642,12.448
"Glyma.13G312700",0.124,0.069,0.026,0.028,0.203,0.144,0.28,0.474,0.64,2.574
"Glyma.13G312800",0,0,0,0,0,0,0,0,0.077,1.886
"Glyma.13G314600",0.049,0.015,0.068,0.199,1.729,0.716,2.838,5.82,10.32,38.788
"Glyma.13G316400",233.297,186.046,144.385,163.854,105.315,134.012,143.126,125.25,130.824,127.139
"Glyma.13G318900",7.313,4.074,2.003,2.026,1.197,1.668,0.966,0.549,0.129,0.037
"Glyma.13G319900",0.005,0.003,0,0.004,0.002,0,0,0,0,0
"Glyma.13G320300",8.432,5.171,3.654,2.551,1.61,2.178,1.657,0.904,0.643,0.203
"Glyma.13G325800",0.53,0.204,0.118,0.039,0.13,0.041,0.087,0.071,0.353,2.577
"Glyma.13G325900",144.507,177.076,84.845,56.243,42.686,47,27.757,33.015,15.046,41.39
"Glyma.13G326200",27.648,20.755,13.811,9.036,6.363,8.937,5.907,4.679,3.15,0.483
"Glyma.13G326500",0.896,0.608,0.279,0.482,0.291,0.345,0.298,0.363,0.815,4.837
"Glyma.13G327000",16.483,13.072,8.337,6.259,5.487,6.646,4.82,2.468,1.505,0.073
"Glyma.13G327500",19.04,15.65,8.644,8.324,3.148,6.746,2.513,2.842,1.358,2.907
"Glyma.13G341700",2.508,1.742,1.173,1.35,1.982,1.008,2.427,2.697,8.085,23.19
"Glyma.13G342800",35.416,28.886,20.149,13.45,9.697,15.215,10.82,10.185,9.37,1.809
"Glyma.13G344700",10.672,6.412,5.193,3.37,1.455,2.777,2.49,2.173,1.098,0.534
"Glyma.13G349300",0.023,0.005,0.02,0.034,0.114,0.039,0.21,0.433,1.104,11.426
"Glyma.13G352400",61.182,43.031,30.558,36.345,40.593,29.885,42.386,21.492,22.55,12.165
"Glyma.13G354100",106.171,76.048,43.212,32.18,42.142,35.806,26.15,22.46,5.244,0.379
"Glyma.13G354800",7.132,3.337,1.171,0.776,0.534,0.522,0.481,0.379,0.804,1.397
"Glyma.13G357400",0.084,0.056,0.075,0.062,0.077,0.031,0.08,0.088,0.244,7.052
"Glyma.13G357500",1.478,1.063,0.823,1.925,0.207,0.329,0.203,0.285,1.403,12.202
"Glyma.13G359900",15.228,11.761,12.771,13.985,5.685,8.964,6.816,3.282,1.68,0.209
"Glyma.13G361500",9.273,9.199,7.368,8.053,4.002,5.353,3.94,2.679,2.236,0.417
"Glyma.13G369700",121.104,85.394,52.656,40.255,21.61,27.88,25.516,21.105,13.306,12.197
"Glyma.13G369800",20.157,11.546,5.946,4.536,1.625,2.079,0.963,0.574,0.06,0
"Glyma.13G371600",18.303,9.418,9.118,7.696,6.561,8.151,6.194,4.237,1.976,0.372
"Glyma.13G372300",8.285,6.397,5.583,4.339,2.285,3.283,2.253,1.708,1.281,0.219
"Glyma.13G372900",5.893,6.393,5.378,4.686,2.072,3.855,2.109,1.485,1.314,0.714
"Glyma.14G001000",33.41,22.457,12.891,8.762,7.183,10.27,8.453,6.901,5.63,2.277
"Glyma.14G001900",61.742,63.485,46.035,33.819,12.685,20.508,18.571,11.994,11.576,5.612
"Glyma.14G004600",57.831,47.559,28.479,18.749,14.901,17.936,14.633,13.168,15.547,4.074
"Glyma.14G005100",6.639,5.556,3.847,4.726,1.844,2.707,1.778,1.292,1.007,0.894
"Glyma.14G005300",9.133,4.72,2.653,1.471,0.679,1.772,0.701,0.734,0.342,0.841
"Glyma.14G006900",5.585,3.582,2.112,2.252,1.33,2.077,1.295,1.012,0.972,0.401
"Glyma.14G008000",377.646,347.591,166.133,87.33,25.129,49.026,29.758,20.514,4.142,0.666
"Glyma.14G008500",27.96,21.966,14.768,13.65,7.165,10.292,9.269,8.135,5.342,1.083
"Glyma.14G011500",0.264,0.376,0.379,0.442,0.122,0.254,0.087,0.027,0.013,0.005
"Glyma.14G021800",298.924,268.879,216.406,208.361,82.349,98.471,80.753,21.227,10.999,9.583
"Glyma.14G023600",27.019,21.196,12.554,11.767,6.287,8.209,7.742,5.642,4.999,0.764
"Glyma.14G024000",16.147,11.702,9.104,8.263,5.286,7.217,4.607,2.156,0.595,0.24
"Glyma.14G026400",8.136,5.775,3.824,3,3.02,2.405,3.684,3.99,12.132,56.168
"Glyma.14G027400",0.1,0.086,0.116,0.128,0.423,0.262,0.51,1.348,1.887,9.847
"Glyma.14G027800",0.577,0.467,0.426,0.356,0.071,0.2,0.09,0.052,0.024,0.034
"Glyma.14G031000",3.864,6.272,6.272,13.653,41.213,18.371,45.135,80.969,149.5,376.016
"Glyma.14G031400",2.581,2.617,2.069,2.538,2.038,2.779,1.766,1.53,1.708,1.509
"Glyma.14G032500",10.03,5.747,5.704,3.69,3.265,3.537,2.646,1.916,2.064,0.827
"Glyma.14G033500",4.506,4.639,3.592,3.479,1.578,2.45,1.096,0.452,0.354,0.369
"Glyma.14G034200",9.566,7.16,5.949,5.461,3.944,4.633,3.504,2.479,2.094,0.265
"Glyma.14G035400",21.676,16.766,14.238,14.385,9.806,12.672,7.994,5.107,3.189,0.689
"Glyma.14G038200",0.017,0.036,0.083,0.761,6.238,0.866,19.041,31.145,169.015,325.909
"Glyma.14G041100",82.997,56.243,36.186,26.153,11.868,12.842,9.168,3.158,1.738,0.158
"Glyma.14G042000",1.919,1.474,1.028,0.938,0.915,0.664,0.916,1.253,4.107,22.244
"Glyma.14G045600",22.846,12.549,10.983,6.449,4.611,5.756,4.954,2.707,3.442,3
"Glyma.14G045900",55.953,35.469,21.541,17.078,10.209,17.49,9.477,6.476,3.217,0.27
"Glyma.14G048400",74.084,52.708,25.471,19.204,10.005,16.977,8.733,5.06,0.908,0.179
"Glyma.14G050600",59.752,44.327,21.225,19.827,9.125,17.779,9.864,9.181,7.146,2.919
"Glyma.14G056100",0.084,0.044,0.015,0.008,0,0,0,0.05,0.239,4.44
"Glyma.14G056200",0.131,0.275,0.115,0.519,0.94,1.106,1.093,5.532,14.267,87.662
"Glyma.14G056800",0.509,0.433,0.531,1.21,14.135,3.408,14.494,16.246,76.501,224.584
"Glyma.14G059900",0.992,1.105,1.092,1.48,0.683,0.969,0.546,0.204,0.356,0.214
"Glyma.14G063200",1.578,0.796,0.261,0.489,0.587,0.691,0.755,0.577,1.272,2.608
"Glyma.14G065500",18.539,15.535,12.957,14.223,8.289,9.814,9.318,5.039,3.094,0.427
"Glyma.14G065900",49.063,45.63,30.952,34.228,17.548,38.998,22.324,22.642,5.061,0.272
"Glyma.14G068700",6.782,5.07,4.138,3.771,1.807,2.374,1.941,1.75,0.799,0.641
"Glyma.14G068900",19.505,12.554,8.97,7.877,4.43,6.078,4.321,2.999,1.286,0.181
"Glyma.14G070600",4.858,3.109,1.415,1.372,0.633,1.433,0.675,0.315,0.203,0.034
"Glyma.14G077200",15.83,10.133,5.475,4.632,3.922,4.115,3.682,2.571,3.468,1.42
"Glyma.14G077500",0.693,0.574,0.583,1.015,4.818,1.84,9.871,9.433,27.989,64.297
"Glyma.14G078900",0,0.003,0.009,0.005,0,0,0.019,0.035,0.14,2.396
"Glyma.14G082800",5.105,3.455,2.74,3.881,4.313,3.935,7.633,12.042,14.78,23.61
"Glyma.14G083500",72.543,64.07,45.422,30.649,15.131,22.69,13.6,5.563,4.316,0.264
"Glyma.14G085800",24.084,11.985,3.795,3.754,0.786,1.643,0.649,0.663,1.158,2.389
"Glyma.14G087900",6.653,3.748,1.736,1.093,0.706,0.787,0.704,0.526,0.314,0.087
"Glyma.14G094200",1.754,2.302,1.201,1.39,1.62,1.282,1.331,1.97,6.177,25.564
"Glyma.14G094600",11.497,6.675,5.025,3.647,2.941,3.816,2.206,2.835,1.353,3.145
"Glyma.14G098600",42.816,37.042,35.706,37.027,28.739,24.391,20.956,9.031,3.39,0.167
"Glyma.14G102000",30.746,17.155,10.984,6.055,2.829,6.461,2.61,2.122,0.648,0.13
"Glyma.14G109200",21.071,13.568,8.009,4.243,2.198,3.592,1.962,1.586,0.443,0.371
"Glyma.14G110600",0.036,0.044,0.056,0.026,0.002,0.012,0.006,0,0,0.004
"Glyma.14G116500",0.047,0.05,0.088,0.087,0.05,0.103,0.074,0.267,0.516,7.103
"Glyma.14G116600",26.855,17.942,11.684,11.341,7.456,11.11,7.079,5.791,3.193,0.244
"Glyma.14G116800",59.734,55.377,28.936,24.409,19.778,21.211,14.959,13.074,13.978,17.279
"Glyma.14G118200",5.759,8.396,6.162,10.096,20.675,10.227,15.768,32.91,49.515,181.114
"Glyma.14G123900",0.214,0.411,0.632,0.696,2.256,1.341,1.679,1.458,2.729,2.164
"Glyma.14G126200",0.04,0.029,0.128,0.162,0.907,0.463,0.995,0.992,1.365,2.525
"Glyma.14G128900",15.816,11.167,7.403,5.872,3.898,5.135,3.139,2.223,1.126,0.407
"Glyma.14G132500",16.639,14.708,18.038,19.096,19.644,21.026,20.052,16.581,12.119,8.353
"Glyma.14G132600",9.084,5.785,3.452,2.827,2.491,3.218,2.079,2.014,1.619,0.51
"Glyma.14G133600",7.392,5.656,6.02,5.666,3.455,4.055,2.901,1.375,0.725,0.712
"Glyma.14G134100",0.164,0.173,0.38,1.031,3.308,2.116,5.142,4.046,12.653,39.154
"Glyma.14G145900",0.004,0,0,0,0,0.004,0.006,0.173,1.335,44.75
"Glyma.14G148800",12.022,8.608,3.643,3.66,0.63,1.403,0.521,0.195,0.088,0
"Glyma.14G150200",0,0,0,0,0.04,0.007,0.609,1.471,8.086,78.784
"Glyma.14G152500",1.975,1.161,0.821,0.565,0.173,0.53,0.142,0.09,0.039,0.019
"Glyma.14G152700",7.808,7.062,4.932,3.269,5.371,4.387,5.414,10.989,20.361,50.299
"Glyma.14G160100",0.299,0.151,0.118,0.128,0.191,0.183,0.435,0.285,0.465,0.775
"Glyma.14G166300",11.545,6.849,3.71,3.298,2.217,2.345,2.579,1.348,1.18,0.408
"Glyma.14G170900",92.573,82.841,62.643,59.93,42.95,44.352,27.658,12.23,6.269,3.793
"Glyma.14G174400",1.298,1.422,1.958,2.163,7.194,4.231,10.21,15.422,34.454,81.316
"Glyma.14G176700",0.468,0.359,0.163,0.244,0.136,0.23,0.172,0.125,1.272,4.73
"Glyma.14G176900",73.148,52.88,25.126,15.001,6.838,9.771,6.729,3.235,1.353,2.499
"Glyma.14G178000",26.948,13.537,2.428,1.613,0.121,2.603,0.2,0.194,0.009,0
"Glyma.14G178900",12.147,7.749,5.355,3.701,2.127,3.557,2.314,3.169,2.834,2.218
"Glyma.14G179300",9.716,5.795,4.093,4.004,1.961,2.952,2.325,1.507,1.213,2.869
"Glyma.14G180600",21.766,13.218,7.525,6.92,4.533,6.148,3.303,2.448,1.148,1.668
"Glyma.14G185100",4.771,4.345,3.169,3.591,0.766,2.407,1.435,0.658,0.132,0
"Glyma.14G185600",3.137,4.006,2.076,2.123,5.009,2.033,4.901,5.767,26.466,45.661
"Glyma.14G187000",0.788,0.361,0.198,0.157,0.073,0.181,0.052,0.053,0.039,0.007
"Glyma.14G195400",13.097,9.178,8.385,5.21,3.503,4.323,2.395,1.178,0.462,0.041
"Glyma.14G196600",5.368,6.393,4.167,5.348,4.213,4.171,2.98,1.807,0.891,0.149
"Glyma.14G197800",4.25,3.822,2.266,1.707,1.236,1.515,1.291,0.814,0.59,0.14
"Glyma.14G200200",0.052,0.127,0.108,0.048,0.068,0.095,0.112,0.065,0.138,3.005
"Glyma.14G205600",10.956,9.139,9.646,5.143,2.835,4.526,2.654,1.592,0.336,0.006
"Glyma.14G215700",1.985,1.361,2.036,2.066,4.232,2.006,5.965,5.588,21.387,94.402
"Glyma.14G216100",0.086,0.142,0.119,0.123,0.034,0.055,0.058,0.091,1.349,3.236
"Glyma.14G216300",42.862,35.946,16.001,19.291,8.454,19.114,8.214,5.4,8.884,9.576
"Glyma.14G219700",222.111,215.783,90.799,78.918,56.175,75.936,39.896,31.896,40.715,33.686
"Glyma.14G223600",0.016,0.009,0.078,0.196,0.035,0.214,0.103,0.111,0.073,1.098
"Glyma.14G223900",13.094,10.388,4.411,3.271,3.399,1.59,2.1,2.154,4.528,16.808
"Glyma.15G001200",21.216,15.056,11.107,8.881,4.432,8.505,4.462,2.474,0.397,0
"Glyma.15G001400",12.66,10.044,9.026,7.793,7.119,8.065,5.657,4.703,4.858,2.862
"Glyma.15G003600",24.964,20.916,15.944,13.762,5.162,9.373,5.642,2.906,2.001,0.914
"Glyma.15G008800",62.963,71.86,50.914,34.211,18.185,25.308,18.517,10.078,5.876,0.442
"Glyma.15G013400",14.363,10.336,8.937,5.151,3.27,4.444,3.613,2.274,2.54,0.879
"Glyma.15G013800",33.489,25.774,25.889,26.618,37.849,30.342,40.2,37.384,41.612,38.254
"Glyma.15G014400",125.247,98.457,39.769,44.581,54.365,45.066,36.891,35.789,38.11,43.581
"Glyma.15G015700",10.907,9.186,7.344,6.542,4.493,6.644,4.048,2.666,2.416,0.671
"Glyma.15G016200",0.311,0.3,0.241,0.308,0.17,0.22,0.196,0.109,0.066,0.125
"Glyma.15G017000",0.536,0.324,0.193,0.274,0.512,0.392,0.706,1.445,1.542,2.579
"Glyma.15G019400",0.39,0.296,0.17,0.136,0.506,0.204,0.853,1.053,7.697,15.136
"Glyma.15G020300",40.851,31.716,23.317,25.812,28.804,23.256,23.556,17.307,10.846,2.995
"Glyma.15G024600",0,0,0,0,0,0,0,0,0.006,0.007
"Glyma.15G027800",18.487,16.205,14.404,15.474,16.635,15.8,21.732,21.742,24.237,23.365
"Glyma.15G029400",0.329,0.211,0.176,0.151,0.617,0.206,1.141,1.136,3.651,14.739
"Glyma.15G032100",12.182,11.301,6.146,7.391,2.588,3.586,1.668,1.023,0.348,0.007
"Glyma.15G038100",176.414,171.699,106.626,79.814,36.857,70.439,44.443,60.732,57.199,34.43
"Glyma.15G038500",0.081,0.053,0.033,0.02,0.007,0.015,0.007,0,0,0
"Glyma.15G040000",1.772,1.442,1.522,1.868,2.349,1.729,3.041,2.168,4.647,3.07
"Glyma.15G040700",0,0.04,0.102,0.057,0,0.151,0.007,0.048,0.259,3.966
"Glyma.15G042100",38.13,51.765,33.286,27.069,15.597,12.6,9.9,8.8,4.716,0.919
"Glyma.15G047700",6.974,6.107,4.077,4.104,3.108,3.548,3.472,2.312,2.192,0.281
"Glyma.15G052200",27.538,29.093,24.215,19.112,17.141,18.293,20.052,17.204,16.11,1.571
"Glyma.15G063400",2.98,4.133,3.254,3.721,6.605,6.405,13.037,22.228,50.939,122.481
"Glyma.15G067200",30.684,17.201,11.894,8.527,6.402,6.225,4.897,2.853,2.452,0.922
"Glyma.15G068700",24.95,12.389,4.815,3.937,2.863,3.54,2.833,1.781,0.843,0.056
"Glyma.15G069500",12.79,6.4,2.919,4.635,1.601,2.545,1.286,0.391,0.282,0.051
"Glyma.15G071300",0.141,0.114,0.074,0.136,0.152,0.133,0.219,0.283,0.357,1.742
"Glyma.15G073300",6.57,4.819,3.996,3.77,2.528,3.414,2.337,1.619,0.819,0.526
"Glyma.15G077000",0.458,0.202,0.079,0.082,0.081,0.304,0.148,0.308,0.525,10.543
"Glyma.15G080200",59.915,36.873,14.439,12.943,4.825,9.833,5.332,6.333,4.35,2.557
"Glyma.15G084100",1.985,0.765,0.345,0.313,0.052,0.261,0.037,0.049,0.034,0.245
"Glyma.15G091500",5.709,3.813,2.851,2.234,1.474,2.114,1.153,0.858,0.847,0.286
"Glyma.15G092400",9.919,6.441,5.288,4.654,2.764,4.02,2.782,1.998,5.389,8.526
"Glyma.15G097300",0.07,0.053,0.018,0.017,0.003,0.015,0.025,0.017,0.053,7.1
"Glyma.15G098100",3.308,3.292,1.364,1.353,0.868,0.972,1.095,0.843,1.988,53.156
"Glyma.15G099000",4.193,3.065,1.521,0.987,0.673,0.876,0.611,0.349,0.231,0.176
"Glyma.15G104400",13.133,9.93,6.136,4.18,2.34,4.256,2.232,1.348,0.693,0.11
"Glyma.15G107900",27.94,23.117,9.214,6.763,1.881,4.38,1.687,2.379,0.3,0.1
"Glyma.15G110200",3.057,2.373,1.43,1.222,0.133,0.499,0.142,0.045,0.042,0.095
"Glyma.15G110300",0.188,0.23,0.067,0.026,0.021,0.013,0.007,0.019,0.078,4.192
"Glyma.15G115500",28.802,24.879,11.356,10.068,4.464,7.462,5.854,3.705,2.916,0.287
"Glyma.15G118600",10.886,10.09,10.197,11.004,9.204,7.948,8.389,4.358,5.098,3.016
"Glyma.15G121400",52.19,56.874,48.699,38.151,22.726,34.298,29.571,18.772,14.197,32.808
"Glyma.15G121800",13.523,8.523,5.992,6.752,3.447,4.828,3.933,2.667,1.885,0.196
"Glyma.15G122600",4.803,2.207,1.454,1.338,0.508,1.054,0.483,0.219,0.13,0.052
"Glyma.15G124200",17.918,12.82,10.707,10.983,7.507,8.495,6.266,4.996,4.013,1.345
"Glyma.15G126600",8.01,6.335,4.481,4.019,2.739,4.205,2.901,2.194,0.916,0.154
"Glyma.15G126700",1.014,0.508,0.546,0.431,0.106,0.198,0.14,0.071,0.08,0.227
"Glyma.15G129700",25.294,17.161,9.543,8.017,3.499,5.157,3.081,1.38,0.428,0.105
"Glyma.15G132200",49.991,40.852,31.08,26.022,10.116,18.248,9.823,7.536,4.252,1.684
"Glyma.15G140000",20.948,18.599,13.449,13.115,8.241,10.849,6.129,3.361,3.526,1.054
"Glyma.15G140300",33.243,23.689,16.982,8.532,5.878,7.735,4.872,3.367,1.931,0.427
"Glyma.15G140900",15.661,10.629,5.77,5.032,2.604,4.595,2.073,1.303,0.92,0.074
"Glyma.15G147300",20.076,12.041,7.172,6.996,4.331,7.016,4.535,3.664,1.655,0.45
"Glyma.15G150000",17.189,14.352,9.422,9.768,5.75,7.865,6.573,5.437,5.462,3.084
"Glyma.15G150100",29.889,20,12.004,11.455,1.365,6.368,1.772,0.409,0.208,0.125
"Glyma.15G154100",0.025,0.427,1.528,2.594,1.055,1.752,1.859,1.268,11.197,23.99
"Glyma.15G158300",10.395,8.907,9.885,11.032,11.341,12.251,10.215,10.402,10.648,8.702
"Glyma.15G165900",31.092,27.058,16.156,11.976,7.158,8.981,9.454,6.937,8.239,9.621
"Glyma.15G166500",0.133,0.103,0.095,0.176,1.295,0.275,1.649,1.612,9.333,27.567
"Glyma.15G168700",19.233,16.114,13.749,11.851,4.911,7.937,7.018,5.989,3.691,0.497
"Glyma.15G170900",3.524,2.717,2.069,2.118,1.527,1.985,1.207,0.941,0.366,0.22
"Glyma.15G172300",24.116,16.811,12.363,7.694,1.979,4.438,2.295,0.86,0.762,2.072
"Glyma.15G173000",0.539,0.885,0.569,1.188,2.506,0.898,2.425,2.972,18.547,51.08
"Glyma.15G176500",27.872,23.389,16.85,12.783,5.135,10.374,4.907,2.935,0.758,0.203
"Glyma.15G177600",21.214,17.281,13.556,8.391,4.304,7.38,4.41,3.517,4.635,4.717
"Glyma.15G180900",91.479,72.987,28.22,30.409,20.944,22.002,21.376,25.223,39.232,68.113
"Glyma.15G184400",8.62,5.399,2.401,2.243,1.771,2.403,1.352,0.673,0.27,0.034
"Glyma.15G188900",12.142,6.995,4.8,3.675,2.372,3.559,2.048,1.491,1.432,0.49
"Glyma.15G193300",12.821,7.032,3.795,3.251,2.075,2.856,1.688,1.293,0.934,0.725
"Glyma.15G193400",9.216,6.26,7.054,6.374,4.653,5.515,4.911,3.455,3.282,1.153
"Glyma.15G194300",30.156,31.902,16.115,17.399,6.187,10.716,9.371,7.223,1.535,0.053
"Glyma.15G194600",1.862,1.351,1.7,1.98,0.595,1.334,0.598,0.074,0.006,0.012
"Glyma.15G197800",34.642,25.068,16.45,16.108,5.575,13.066,6.122,2.734,1.402,1.983
"Glyma.15G198600",3.184,1.426,0.915,0.585,0.375,0.686,0.394,0.305,0.329,0.121
"Glyma.15G203700",0.67,0.388,0.186,0.181,1.173,0.271,1.765,1.97,17.557,188.654
"Glyma.15G206800",0.005,0.02,0.068,0.081,0.605,0.506,0.812,3.222,50.588,113.374
"Glyma.15G217500",164.591,210.294,127.069,100.961,37.337,80.031,28.139,13.171,3.847,1.058
"Glyma.15G218900",0,0,0,0,0.09,0.007,0.458,2.178,34.247,345.921
"Glyma.15G219100",1.629,1.163,0.907,0.822,0.284,0.53,0.195,0.112,0.048,0.018
"Glyma.15G230300",20.398,14.724,7.189,4.596,3.607,4.092,3.303,2.253,2.563,3.377
"Glyma.15G240000",0.085,0.135,0.163,0.128,0.028,0.055,0.031,0.011,0.026,0.079
"Glyma.15G240800",6.54,6.481,3.428,3.329,3.148,3.376,3.822,2.887,3.791,3.661
"Glyma.15G242700",0,0,0.005,0.007,0.012,0.006,0.007,0.043,0.104,5.126
"Glyma.15G242800",0.006,0.003,0.007,0.01,0.032,0.005,0.013,0.03,0.098,2.542
"Glyma.15G251600",35.45,40.332,27.113,52.591,72.503,56.788,105.514,218.317,338.533,1012.111
"Glyma.15G252000",0.04,0.048,0.03,0,0.164,0.115,0.408,1.423,4.915,12.272
"Glyma.15G253500",0.017,0.048,0.102,0.049,0.074,0.069,0.186,0.599,3.07,47.495
"Glyma.15G255900",51.427,29.325,19.076,13.972,8.6,11.559,9.217,9.107,6.417,7.177
"Glyma.15G259600",5.052,5.06,2.408,2.126,1.198,1.449,0.876,0.877,0.46,0.595
"Glyma.15G269300",22.54,19.341,13.042,9.707,6.783,8.742,6.537,4.99,4.362,1.726
"Glyma.15G273600",128.087,69.605,40.589,22.854,13.952,18.009,12.433,8.337,6.876,1.839
"Glyma.16G001900",273.327,225.574,148.414,113.158,73.898,89.034,58.198,44.719,33.522,29.986
"Glyma.16G004400",44.401,30.74,21.353,11.354,9.183,11.214,8.623,8.849,8.508,4.244
"Glyma.16G009700",23.728,20.401,18.546,13.423,8.804,11.674,7.916,7.545,5.287,8.279
"Glyma.16G012000",0.398,0.585,0.121,0.893,6.632,1.009,5.666,12.155,32.847,79.622
"Glyma.16G017400",90.765,69.956,48.529,21.972,9.149,16.961,12.763,10.694,10.519,9.972
"Glyma.16G017700",31.344,19.736,10.002,9.019,6.608,7.53,5.677,2.985,0.654,0.042
"Glyma.16G019700",17.153,10.914,10.335,11.047,8.006,10.936,10.196,6.589,3.386,0.188
"Glyma.16G020800",0.097,0.175,0.099,0.183,0.825,0.336,2.621,7.079,13.733,37.294
"Glyma.16G021000",0,0,0,0,0,0,0,0,0.034,0.058
"Glyma.16G023500",12.984,8.784,4.803,4.689,0.973,3.791,1.553,0.425,0.015,0.006
"Glyma.16G027600",8.962,5.738,5.797,4.675,3.729,3.875,3.588,2.12,2.306,0.615
"Glyma.16G028900",51.905,43.426,25.118,16.655,10.058,11.378,10.896,7.471,7.821,3.137
"Glyma.16G029300",45.865,39.863,21.339,23.088,11.481,16.795,13.552,11.608,9.425,12.055
"Glyma.16G030200",3.203,2.388,1.23,1.31,1.267,1.079,1.24,2.02,2.194,5.96
"Glyma.16G032700",3.792,2.005,2.113,1.029,0.517,1.054,0.6,0.417,0.626,0.767
"Glyma.16G036900",18.147,11.294,6.798,4.046,4.338,3.935,3.674,3.196,2.485,0.59
"Glyma.16G038300",327.091,228.682,127.229,96.277,69.759,87.521,72.319,59.668,116.247,23.449
"Glyma.16G039500",8.149,5.045,4.37,2.586,1.518,2.476,1.81,1.863,1.642,0.249
"Glyma.16G041400",45.659,26.854,13.019,8.494,4.512,7.019,4.696,4.229,4.52,7.514
"Glyma.16G042700",3.138,4.411,2.005,2.667,8.101,2.922,5.98,8.74,19.445,33.032
