"Geneid","5-days-old","10-days-old","15-days-old","20-days-old","25-days-old","30-days-old","35-days-old","40-days-old","45-days-old","55-days-old"
"Glyma.06G013600",5.671,3.273,3.333,3.223,0.792,2.047,0.919,0.319,0.095,0.034
"Glyma.06G015400",54.075,47.655,40.457,29.939,22.885,29.684,19.655,16.266,12.645,8.465
"Glyma.06G015600",17.186,12.998,9.878,8.937,6.187,7.007,4.872,3.378,2.683,0.623
"Glyma.06G015800",11.596,11.113,9.628,12.756,18.098,10.262,23.768,36.839,59.099,83.251
"Glyma.06G016500",4.315,2.834,2.181,1.71,0.753,1.297,0.815,0.657,1.081,1.022
"Glyma.06G017500",29.719,18.908,13.891,14.327,9.504,10.668,10.814,7.398,5.25,0.331
"Glyma.06G017900",16.644,11.885,6.088,4.272,6.168,3.581,4.598,11.398,41.606,524.53
"Glyma.06G021200",0.135,0.693,1.066,1.32,7.426,2.799,12.144,15.625,53.792,122.382
"Glyma.06G028300",0,0.157,0.434,7.036,67.09,11.76,76.139,163.208,429.76,1255.652
"Glyma.06G029300",10.113,8.569,7.043,6.997,7.346,7.072,9.279,7.954,12.103,15.351
"Glyma.06G030400",38.559,20.316,8.67,3.874,1.318,1.654,1.436,1.472,10.404,77.52
"Glyma.06G031700",20.043,22.561,11.855,10.223,9.622,10.398,7.501,5.523,5.704,0.702
"Glyma.06G034100",28.97,24.344,11.034,10.586,4.647,5.843,5.349,3.51,1.639,0.083
"Glyma.06G045500",10.786,7.475,4.084,3.418,1.803,2.621,1.69,2.609,1.052,0.134
"Glyma.06G049200",4.469,1.135,0.148,0.107,0.03,0.054,0.058,0.026,0.018,0.008
"Glyma.06G050100",0.009,0.023,0.045,0.066,0.017,0.012,0.037,0.503,0.967,18.97
"Glyma.06G052600",5.116,3.437,1.215,1.459,0.366,0.62,0.409,0.227,0.359,0.172
"Glyma.06G056400",62.48,55.066,47.187,52.693,18.266,46.894,12.679,4.623,1.041,0.02
"Glyma.06G058100",8.604,6.017,3.855,4.637,2.568,3.637,2.224,0.967,0.686,0.223
"Glyma.06G062100",2.389,5.582,0.569,0.972,0.131,0.546,0.082,0.201,0.01,0
"Glyma.06G063000",18.332,33.74,45.435,57.611,143.205,58.221,106.309,53.518,35.738,17.007
"Glyma.06G063500",5.308,3.653,2.607,2.371,1.348,1.57,1.17,0.608,0.962,0.261
"Glyma.06G067700",0.022,0.083,0.118,0.136,0.555,0.393,0.761,1.119,1.716,6.176
"Glyma.06G068100",0.073,0.082,0.086,0.069,0.066,0.066,0.044,0.064,0.156,0.198
"Glyma.06G068300",30.38,20.604,14.131,12.496,11.401,18.078,10.453,10.232,10.459,2.976
"Glyma.06G068400",112.21,75.908,48.758,33.167,14.842,21.701,13.951,11.633,10.161,5.877
"Glyma.06G069300",8.751,5.246,3.196,2.928,1.607,2.633,1.822,1.287,0.389,0.009
"Glyma.06G072700",14.178,6.841,5.366,5.063,2.37,4.137,2.043,0.998,1.448,0.485
"Glyma.06G074400",33.702,26.25,23.858,21.612,8.989,15.397,9.301,5.574,4.075,0.042
"Glyma.06G075100",12.755,8.952,4.044,4.46,1.268,3.283,1.076,0.213,0.037,0.009
"Glyma.06G076600",0.755,0.294,0.132,0.09,0.05,0.055,0.113,0.102,0.352,7.453
"Glyma.06G077700",2.441,1.968,1.387,1.269,0.531,1.019,0.357,0.209,0.093,0.043
"Glyma.06G083700",48.219,32.822,26.355,16.303,11.981,13.547,10.987,7.226,7.845,6.278
"Glyma.06G086400",7.941,9.114,6.243,3.648,3.196,3.307,2.34,1.979,0.44,0.341
"Glyma.06G086800",7.397,5.658,3.162,2.585,1.923,2.647,1.307,0.689,0.295,0.118
"Glyma.06G089300",6.353,5.184,4.59,4.028,1.671,3.67,1.43,0.732,0.148,0.048
"Glyma.06G090200",0.06,0.028,0.018,0.049,0.007,0.011,0.008,0.015,0.202,3.004
"Glyma.06G090800",0.045,0.186,0.315,0.667,2.116,1.339,1.725,2.037,3.917,17.691
"Glyma.06G093400",2.63,0.562,0.106,0.056,0.049,0.063,0.064,0.194,0.81,3.508
"Glyma.06G094300",19.955,16.164,12.684,11.039,4.033,9.024,3.949,1.854,1.779,0.887
"Glyma.06G101500",76.799,44.367,19.097,12.053,4.751,9.134,6.258,5.537,3.775,0.768
"Glyma.06G102800",5.919,6.294,6.178,6.346,8.293,7.44,8.312,9.575,32.925,117.578
"Glyma.06G105300",4.681,2.55,1.436,1.364,0.983,1.257,1.182,0.829,1.321,0.25
"Glyma.06G106900",13.199,9.322,8.367,8.227,3.825,6.364,2.973,1.797,1.005,0.094
"Glyma.06G107500",9.393,6.419,5.25,5.934,4.345,4.894,4.24,2.062,1.97,0.626
"Glyma.06G111000",40.487,19.685,9.14,5.906,3.083,3.128,2.716,1.802,2.041,1.37
"Glyma.06G118100",8.697,6.001,4.083,3.496,1.658,2.789,1.36,0.611,0.519,2.627
"Glyma.06G120500",0.397,0.558,0.622,1.192,1.552,2.005,3.479,3.183,11.888,37.301
"Glyma.06G120600",24.961,27.406,25.111,27.777,65.563,35.981,58.64,69.269,141.757,54.3
"Glyma.06G127200",12.689,10.412,8.323,8.196,5.784,8.543,4.915,3.06,1.795,0.17
"Glyma.06G127900",25.802,17.777,12.832,11.91,3.963,6.137,7.577,7.225,11.399,5.558
"Glyma.06G128700",0.682,0.527,0.626,0.718,1.707,1.028,2.556,3.058,2.569,19.592
"Glyma.06G130700",29.438,23.586,18.372,13.497,5.008,6.685,4.811,2.32,1.993,0.648
"Glyma.06G133600",58.89,40.815,26.947,23.572,13.738,17.274,17.842,16.097,11.432,8.54
"Glyma.06G134900",0.027,0.594,0.003,0.044,0.161,0.221,0.108,1.061,0.36,0.448
"Glyma.06G136200",18.026,16.171,8.136,9.756,4.829,9.126,3.447,3.49,1.882,2.89
"Glyma.06G137100",65.208,64.166,40.456,28.056,7.594,21.065,13.664,11.051,11.156,0.304
"Glyma.06G140000",0.332,0.131,0.037,0.054,0.009,0.011,0.023,0.03,0.133,1.111
"Glyma.06G140900",66.326,53.832,33.785,35.631,31.396,50.347,36.591,45.091,48.576,28.308
"Glyma.06G142400",32.074,25.699,17.341,14.499,9.055,10.964,9.873,6.148,4.671,1.294
"Glyma.06G145500",22.288,11.998,7.635,7.227,3.918,4.835,4.035,2.414,1.533,0.157
"Glyma.06G146800",3.428,2.808,2.88,2.643,2.133,2.329,3.758,3.563,7.626,22.843
"Glyma.06G148700",25.263,16.27,10.261,8.067,8.588,8.632,6.756,7.41,9.193,13.051
"Glyma.06G150000",72.997,60.29,53.009,46.684,31.33,32.149,25.077,21.86,12.849,9.627
"Glyma.06G150100",121.35,104.479,101.42,80.246,49.146,62.805,41.895,22.748,11.228,9.073
"Glyma.06G157000",52.071,69.234,72.135,78.6,114.859,67.597,108.521,231.235,408.027,933.185
"Glyma.06G161700",58.493,37.683,29.469,24.501,17.435,23.849,14.086,6.377,3.89,0.492
"Glyma.06G162200",0.095,0.068,0.21,0.519,2.546,1.531,2.787,3.44,11.046,38.007
"Glyma.06G162500",203.523,252.661,256.96,206.931,227.479,214.372,165.139,102.436,63.099,12.186
"Glyma.06G162800",0,0.003,0.006,0.044,0.792,0.11,1.118,0.971,3.04,32.672
"Glyma.06G166200",30.598,28.606,22.556,19.559,9.22,12.278,8.452,4.496,2.593,0.926
"Glyma.06G167900",0.041,0.031,0,0.095,2.617,0.3,4.695,5.242,22.28,253.104
"Glyma.06G169300",6.186,4.223,2.843,2.98,1.662,2.2,1.455,1.198,0.658,0.06
"Glyma.06G169400",1.369,1.968,1.247,1.72,0.59,1.074,0.63,0.516,0.108,0.123
"Glyma.06G169700",55.894,47.726,32.02,27.051,16.151,23.558,12.88,7.9,1.387,0.358
"Glyma.06G170800",8.289,6.671,5.459,4.178,2.079,2.91,2.026,0.877,0.556,0.043
"Glyma.06G172400",39.278,31.964,18.882,14.577,10.815,9.875,10.559,6.154,11.76,2.813
"Glyma.06G176800",14.681,11.101,10.866,10.185,4.82,6.24,5.531,3.546,1.938,0.295
"Glyma.06G178000",0.707,0.724,0.353,0.279,0.533,0.255,0.469,0.853,3.602,17.273
"Glyma.06G179200",6.676,7.944,5.229,6.864,25.27,13.879,21.814,30.749,131.144,373.564
"Glyma.06G186300",0.155,0.211,0.496,1.323,10.5,2.934,18.511,27.189,46.083,111.782
"Glyma.06G189600",6.769,4.898,2.819,2.609,1.544,2.128,1.433,1.052,0.634,0.177
"Glyma.06G189900",59.327,37.37,23.158,14.529,3.102,12.75,3.593,1.465,1.801,0.195
"Glyma.06G191300",2.7,2.211,1.515,0.762,0.556,0.759,0.642,0.422,0.705,0.941
"Glyma.06G191900",9.08,7.017,4.989,5.013,3.495,3.638,3.061,2.198,2.172,0.722
"Glyma.06G195100",0.105,0.15,0.02,0.044,0.074,0.045,0.039,0.813,0.221,17.405
"Glyma.06G202300",0.157,0.067,0.168,0.139,0.012,0.036,0.02,0.036,0.104,0.656
"Glyma.06G204400",6.437,5.829,5.77,5.733,3.946,4.794,2.681,1.395,0.412,0.189
"Glyma.06G205400",12.036,8.794,5.003,3.88,2.82,3.904,3.262,2.779,1.298,0.018
"Glyma.06G211300",0.355,0.43,0.51,0.653,2.579,1.563,6.728,7.391,27.066,65.29
"Glyma.06G211400",7.554,5.926,4.657,5.879,5.937,7.094,7.182,8.042,6.468,9.973
"Glyma.06G219600",7.679,6.213,4.476,5.084,4.461,4.181,4.436,3.186,2.331,0.777
"Glyma.06G223400",9.152,8.355,6.531,7.36,5.107,5.054,4.582,5.179,5.412,7.01
"Glyma.06G223800",16.68,11.427,8.402,8.099,5.273,8.547,4.56,2.824,3.781,1.285
"Glyma.06G227200",199.489,200.833,122.383,97.775,45.669,72.623,42.427,23.63,19.847,4.161
"Glyma.06G228800",10.001,7.612,4.952,2.979,1.69,2.341,1.498,1.017,0.865,0.124
"Glyma.06G231500",105.478,64.534,37.709,20.809,12.796,20.666,13.49,12.557,9.145,2.412
"Glyma.06G232300",40.021,30.685,16.014,17.9,33.287,36.352,27.356,23.099,17.931,7.932
"Glyma.06G236400",1.839,1.863,1.142,0.95,1.438,1.413,1.285,1.016,2.997,3.842
"Glyma.06G238200",3.044,7.76,11.081,21.356,79.928,37.369,136.798,162.286,346.846,455.179
"Glyma.06G246600",10.8,6.495,3.682,3.375,1.089,2.781,0.985,0.56,0.265,0.07
"Glyma.06G262100",0,0.002,0.007,0.008,0.04,0.008,0.079,0.146,0.976,7.412
"Glyma.06G265800",17.28,12.112,8.714,8.577,3.379,6.107,2.544,1.527,0.562,0.063
"Glyma.06G271200",0.233,0.78,0.892,1.003,1.414,0.906,1.261,0.786,1.346,2.102
"Glyma.06G275500",0.114,0.139,0.018,0.049,0.056,0.032,0.11,0.593,6.229,42.011
"Glyma.06G277500",40.308,30.587,24.023,17.741,12.346,13.943,10.348,6.655,5.614,1.322
"Glyma.06G289300",21.241,15.437,13.868,7.982,3.5,7.606,4.871,2.7,2.965,0.641
"Glyma.06G292400",8.69,10.504,14.243,16.182,12.044,17.743,12.951,10.459,5.164,0.948
"Glyma.06G292500",21.213,14.639,13.223,10.199,8.528,8.532,6.872,4.697,4.186,1.736
"Glyma.06G295100",47.475,45.126,32.066,29.521,15.592,19.524,21.842,16.668,8.155,0.825
"Glyma.06G300600",0.132,0.204,0.348,0.471,0.69,0.965,0.579,0.525,0.41,0.11
"Glyma.06G307900",0.064,0.006,0,0.004,0.002,0.002,0.003,0.496,13.705,85.835
"Glyma.06G320700",5.801,4.794,3.926,4.003,2.559,3.56,1.924,1.318,0.769,0.358
"Glyma.06G324300",69.238,75.71,65.352,31.372,29.422,29.368,31.185,18.864,7.39,0.109
"Glyma.07G001300",24.035,24.86,19.159,10.255,6.933,7.51,6.992,5.841,2.782,0.05
"Glyma.07G001600",9.409,6.546,4.131,4.457,2.689,2.964,3.422,1.457,1.391,0.172
"Glyma.07G002300",54.371,40.337,27.145,20.843,12.338,16.735,12.074,8.561,6.121,0.605
"Glyma.07G002800",30.301,23.936,21.918,24.209,22.487,23.035,19.046,13.883,10.982,9.279
"Glyma.07G004100",70.27,44.544,29.802,20.296,17.608,24.705,16.812,22.114,15.489,7.917
"Glyma.07G008000",17.372,8.159,6.879,7.035,3.648,5.984,5.044,4.654,2.363,0.474
"Glyma.07G009100",9.585,6.858,5.307,4.292,2.236,5.171,1.996,1.791,1.185,0.676
"Glyma.07G010300",50.29,38.897,29.407,21.987,13.568,18.63,11.54,10.804,8.17,14.167
"Glyma.07G011300",33.623,15.367,5.935,4.03,1.011,1.906,0.971,0.423,0.608,1.027
"Glyma.07G011900",0.034,0.061,0,0,0,0,0,0.007,0.011,1.948
"Glyma.07G014800",30.421,17.532,8.874,7.734,7.154,6.777,7.515,6.667,4.223,0.437
"Glyma.07G019100",5.249,3.966,2.722,2.645,4.317,5.761,6.196,14.451,21.401,91.289
"Glyma.07G020000",405.448,310.932,202.296,149.946,73.763,87.41,76.659,73.116,68.479,87.022
"Glyma.07G020900",12.822,12.326,8.019,6.067,3.459,5.145,3.55,2.536,0.91,0.243
"Glyma.07G021300",0.821,2.275,1.672,3.046,9.973,2.548,6.647,13.809,29.681,92.99
"Glyma.07G021800",0.552,0.202,0.021,0.016,0.015,0.005,0.039,0.051,0.348,6.124
"Glyma.07G023500",0.1,0.042,0.008,0.018,0.051,0.021,0.081,1.039,6.537,95.768
"Glyma.07G024100",26.437,18.742,14.914,10.519,4.586,6.835,3.856,1.931,1.22,0.42
"Glyma.07G029800",41.724,25.815,13.734,9.988,3.222,8.954,2.969,1.983,0.19,0.05
"Glyma.07G029900",0.214,0.785,1.982,4.717,8.104,7.518,11.855,17.068,39.146,84.692
"Glyma.07G032200",23.388,15.638,8.322,4.505,3.122,3.378,3.426,2.234,2.69,0.451
"Glyma.07G034400",0.962,0.901,0.454,0.321,0.566,0.347,0.597,0.503,1.383,3.299
"Glyma.07G035000",39.82,25.867,17.356,11.539,8.525,10.089,8.097,6.926,5.199,2.25
"Glyma.07G036200",24.522,11.839,7.829,9.341,11.506,8.564,12.984,7.673,7.786,2.538
"Glyma.07G037300",7.375,3.551,3.26,4.059,1.082,2.993,1.914,1.174,1.422,1.237
"Glyma.07G038400",20.548,19.838,19.954,19.357,19.013,19.832,20.624,19.343,32.618,15.325
"Glyma.07G041000",22.496,18.497,18.622,12.553,9.851,10.37,8.984,6.639,3.9,1.884
"Glyma.07G043600",0.637,1.431,0.735,3.396,12.703,2.344,11.347,16.234,65.328,216.516
"Glyma.07G044400",12.206,12.577,9.164,6.558,8.069,5.38,4.381,2.414,1.599,0.309
"Glyma.07G047600",48.205,55.54,22.134,22.116,10.234,16.823,14.767,13.439,4.276,0.723
"Glyma.07G049100",22.522,17.658,15.245,13.145,10.358,10.981,8.168,3.935,2.412,0.92
"Glyma.07G049600",72.92,57.497,31.803,26.179,17.98,15.943,11.774,8.74,5.89,7.992
"Glyma.07G050800",30.089,20.517,19.864,23.409,12.152,18.816,14.817,7.1,7.597,1.278
"Glyma.07G051700",5.407,3.639,1.626,1.993,3.288,1.894,4.809,4.804,8.128,0.858
"Glyma.07G057900",0.827,0.667,0.653,0.799,1.242,0.656,1.337,1.45,4.082,17.495
"Glyma.07G058400",20.14,23.344,21.215,24.833,21.695,26.159,15.364,8.105,3.512,0.302
"Glyma.07G058700",13.319,8.034,6.071,5.507,3.055,4.307,2.916,2.336,2.274,1.006
"Glyma.07G060700",33.985,24.837,8.802,8.521,1.95,3.467,2.188,1.684,2.294,2.794
"Glyma.07G061300",21.531,15.417,6.018,6.41,3.884,4.289,3.001,1.528,1.024,0.478
"Glyma.07G062100",25.607,17.953,12.58,11.038,8.056,8.558,7.847,4.21,3.109,0.816
"Glyma.07G069000",14.828,11.609,6.071,4.604,2.714,4.278,2.389,1.201,0.869,0.29
"Glyma.07G073100",2.04,2.523,4.075,10.901,22.764,12.876,31.624,56.606,157,500.131
"Glyma.07G074100",0.025,0.045,0.094,0.114,0.545,0.305,0.837,1.74,2.747,8.579
"Glyma.07G077000",4.511,3.864,3.058,2.099,4.164,3.108,4.084,4.612,5.247,9.578
"Glyma.07G077600",1.73,2.13,2.05,1.762,1.914,2.01,1.583,2.752,3.356,33.529
"Glyma.07G081600",14.063,8.997,6.452,6.789,6.749,8.016,5.044,4.805,3.858,1.282
"Glyma.07G082700",25.529,16.625,10.275,6.701,3.697,5.22,3.208,2.132,1.899,0.588
"Glyma.07G083000",0.628,0.386,0.318,0.708,1.261,0.955,1.202,2.231,3.311,45.029
"Glyma.07G084900",10.551,8.879,6.299,7.66,1.865,5.702,2.212,0.921,0.389,0.003
"Glyma.07G085700",1.79,2.943,3.697,4.35,5.718,4.414,5.325,5.492,12.227,29.591
"Glyma.07G087500",5.809,4.616,2.973,2.036,1.141,1.499,1.198,0.702,0.548,2.368
"Glyma.07G090200",37.644,29.7,19.181,14.261,11.369,13.876,10.346,6.765,4.838,1.03
"Glyma.07G091800",7.829,7.671,6.874,10.343,13.853,10.024,15.022,17.511,32.885,136.66
"Glyma.07G100400",27.517,18.112,9.729,7.076,3.888,6.372,3.01,1.05,0.24,0.007
"Glyma.07G102500",6.738,4.18,1.845,1.426,1.187,1.27,1.163,0.652,0.785,0.846
"Glyma.07G102900",26.076,28.931,28.172,22.107,21.266,16.432,22.441,22.099,22.489,16.296
"Glyma.07G103500",9.724,6.063,2.998,2.997,1.449,2.468,1.111,0.579,0.155,0.023
"Glyma.07G104500",0.898,1.204,2.015,2.022,3.128,1.566,6.207,11.936,98.619,703.911
"Glyma.07G105400",34.458,31.435,25.752,24.951,9.49,16.779,10.411,6.377,5.147,0.968
"Glyma.07G106900",12.864,7.909,6.953,4.169,2.953,3.577,3.269,2.122,3.008,3.212
"Glyma.07G107100",11.911,9.543,6.894,4.709,2.586,3.391,2.793,1.662,2.034,2.366
"Glyma.07G110900",34.347,22.219,8.995,6.796,3.087,7.118,3.455,2.744,1.844,1.1
"Glyma.07G114400",14.269,9.646,7.965,6.943,3.928,5.723,3.741,2.147,1.582,1.728
"Glyma.07G115900",281.822,238.055,131.846,156.146,62.584,85.91,97.179,91.434,85.381,77.849
"Glyma.07G117000",61.724,53.79,29.951,18.346,12.053,11.86,11.532,9.009,11.129,8.795
"Glyma.07G117400",4.418,2.223,1.355,1.447,0.787,1.072,0.98,0.592,1.595,13.524
"Glyma.07G121000",28.945,18.516,16.189,22.374,13.699,20.856,16.51,12.644,5.536,2.427
"Glyma.07G125600",0.019,0,0.016,0.024,0.097,0.006,0.071,0.33,0.203,8.362
"Glyma.07G130400",10.218,7.19,5.801,4.319,1.982,3.339,1.713,1.042,1.276,2.025
"Glyma.07G139700",0,0.021,0.013,0.023,0.024,0.028,0.068,0.183,0.39,5.702
"Glyma.07G139800",0,0,0,0,0,0,0,0.015,0.038,0.658
"Glyma.07G139900",0,0,0,0,0,0,0,0,0,0.014
"Glyma.07G141000",32.103,17.643,15.622,12.733,5.316,8.597,5.481,3.447,4.673,8.136
"Glyma.07G142000",2.223,1.624,1.329,1.798,2.564,2.12,2.286,2.251,7.201,28.762
"Glyma.07G145900",0.323,0.216,0.154,0.192,0.101,0.147,0.108,0.073,1.347,2.32
"Glyma.07G149600",10.148,5.224,2.874,2.657,1.051,1.938,1.531,1.828,4.361,38.171
"Glyma.07G151300",4.38,3.088,2.438,2.939,5.464,3.503,6.592,6.078,11.458,76.06
"Glyma.07G156500",27.152,21.257,11.542,10.148,7.194,8.01,7.258,5.808,5.75,2.323
"Glyma.07G157400",5.893,3.727,2.034,1.438,1.251,1.295,1.297,0.845,1.612,2.133
"Glyma.07G160500",166.141,114.769,75.347,44.055,18.672,28.059,18.013,9.672,6.085,1.232
"Glyma.07G175300",18.87,10.641,9.343,6.923,5.431,7.215,5.503,4.039,3.636,2.976
"Glyma.07G177100",13.351,13.498,7.774,7.094,2.619,4.633,2.516,1.181,0.766,0.457
"Glyma.07G178600",3.503,1.739,1.05,1.391,1.67,0.966,2.437,2.089,7.317,31.416
"Glyma.07G179700",28.207,15.939,6.676,4.756,1.585,3.068,1.83,0.598,0.344,0.107
"Glyma.07G180000",17.535,11.469,8.386,7.102,5.523,5.612,5.361,3.823,3.619,1.706
"Glyma.07G182300",7.559,5.811,3.55,3.083,1.822,1.736,1.548,0.965,1.245,0.395
"Glyma.07G189700",8.49,6.954,4.109,3.415,3.379,3.345,1.787,1.02,0.548,0.262
"Glyma.07G192200",12.001,7.989,4.441,3.946,1.909,2.735,1.302,0.645,0.219,0.034
"Glyma.07G195900",17.72,12.786,8.779,7.039,6.006,6.399,5.314,4.804,5.422,3.375
"Glyma.07G199900",47.013,65.948,23.017,48.013,48.024,35.769,60.928,77.212,90.729,69.264
"Glyma.07G200300",0.008,0.039,0.009,0.048,0.356,0.203,0.551,2.466,19.107,146.462
"Glyma.07G201300",103.232,86.944,40.766,33.843,11.93,20.497,11.788,10.834,2.509,1.175
"Glyma.07G208200",18.283,12.914,10.474,8.26,7.127,7.694,6.539,4.402,4.024,0.731
"Glyma.07G208700",0.287,0.206,0.131,0.11,0.35,0.169,0.519,1.765,12.381,89.712
"Glyma.07G212500",6.712,3.228,2.027,1.608,0.583,1.178,0.767,0.51,0.153,0.01
"Glyma.07G212800",0.875,0.902,1.505,0.479,1.726,0.571,1.397,4.703,5.685,11.081
"Glyma.07G213500",9.048,7.894,6.85,6.527,6.607,5.084,5.303,6.044,9.849,20.708
"Glyma.07G214300",0.07,0.097,0.004,0.007,0.021,0.007,0.021,0.03,0.078,2.041
"Glyma.07G215500",0.027,0.017,0.022,0,0,0.018,0.006,0.008,0.034,1.347
"Glyma.07G216200",5.217,3.681,2.753,2.559,1.761,2.286,1.476,1.205,0.637,0.091
"Glyma.07G219000",17.807,10.54,5.894,7.435,7.886,7.536,9.022,10.492,11.379,9.415
"Glyma.07G220100",3.326,4.22,3.152,3.092,0.944,2.112,1.095,0.427,0.095,0.028
"Glyma.07G220900",32.215,22.486,14.962,9.623,5.429,7.208,6.067,4.03,4.109,3.716
"Glyma.07G221300",41.062,27.992,19.583,19.966,5.036,10.502,11.81,10.306,3.978,0.203
"Glyma.07G222800",22.812,13.324,9.821,6.329,3.532,5.422,4.331,3.373,2.888,1.022
"Glyma.07G223400",0.134,0.066,0.039,0.093,0.161,0.211,0.303,0.4,0.548,0.282
"Glyma.07G229100",2.117,0.853,0.09,0.141,0.193,0.09,0.291,0.567,3.207,32.138
"Glyma.07G236700",0.025,0,0,0,0.058,0,0.046,0.378,2.863,21.432
"Glyma.07G242100",3.059,1.953,2.185,2.173,2.34,2.439,2.473,2.219,3.518,18.772
"Glyma.07G246800",15.907,13.384,12.099,13.983,10.149,12.168,9.752,9.322,10.349,9.412
"Glyma.07G247100",8.005,6.17,5.447,4.598,3.182,3.572,2.717,1.576,2.135,0.571
"Glyma.07G250900",4.745,4.898,4.787,9.034,6.843,8.364,10.541,8.926,13.747,20.048
"Glyma.07G251200",0,0,0.007,0.006,0.016,0.041,0.035,0.045,0.033,0.799
"Glyma.07G251300",0,0.017,0.054,0.007,0,0.005,0.017,0.076,0.47,9.281
"Glyma.07G251700",8.552,4.622,3.711,4.167,1.251,1.916,1.28,0.596,0.225,0.025
"Glyma.07G256500",10.709,8.41,6.737,5.779,3.044,4.94,2.867,2.016,1.075,0.623
"Glyma.07G258900",26.026,21.707,22.68,29.002,25.46,27.702,28.842,24.857,23.409,8.333
"Glyma.07G260200",80.991,66.6,39.825,34.413,33.446,35.95,38.08,30.706,30.838,14.805
"Glyma.07G264700",0.339,0.271,0.168,0.221,0.069,0.147,0.057,0.014,0.01,0.012
"Glyma.07G266400",8.613,6.735,3.775,3.033,1.124,1.935,1.415,1.01,1.6,1.304
"Glyma.07G271700",13.614,9.52,6.727,5.367,2.678,3.641,2.349,1.219,0.65,0.09
"Glyma.08G002500",0.108,0.532,1.851,2.974,2.006,2.748,2.605,1.361,3.832,1.579
"Glyma.08G002700",57.106,52.116,33.315,33.457,8.069,14.389,10.117,6.357,14.556,15.709
"Glyma.08G005200",35.61,18.76,7.515,7.477,4.789,6.932,4.437,3.136,1.884,0.263
"Glyma.08G005900",29.716,25.961,23.311,13.79,3.887,13.906,4.077,1.769,0.763,0.042
"Glyma.08G006400",104.148,108.51,91.239,71.689,56.126,57.308,41.521,19.556,10.208,2.89
"Glyma.08G009300",13.46,8.389,6.155,5.265,2.74,3.698,2.942,1.532,0.913,0.111
"Glyma.08G011100",18.382,13.976,4.765,5.295,2.737,4.358,3.62,2.19,1.691,0.118
"Glyma.08G011600",18.19,15.589,11.951,10.104,6.608,9.391,6.335,4.639,2.71,0.347
"Glyma.08G013000",7.268,5.316,4.892,4.333,3.216,4.768,2.309,1.464,1.197,0.375
"Glyma.08G014800",15.664,9.401,4.651,4.327,3.187,3.339,3.038,1.772,1.74,0.321
"Glyma.08G016100",17.268,13.435,10.598,15.701,5.564,11.499,8.931,7.59,3.318,0.336
"Glyma.08G016200",4.127,3.651,3.525,3.107,1.704,2.961,1.585,1.237,0.86,0.098
"Glyma.08G019400",5.17,6.81,14.486,19.767,42.125,21.903,45.151,56.109,157.798,581.358
"Glyma.08G022500",47.146,39.809,27.368,20.242,13.846,18.303,16.96,12.651,13.163,4.994
"Glyma.08G025600",39.506,21.779,15.346,14.491,12.775,15.69,10.621,12.219,9.549,5.854
"Glyma.08G025700",214.969,214.077,99.467,86.077,36.93,82.587,40.95,20.583,26.649,11.446
"Glyma.08G026700",16.157,11.048,8.57,6.664,4.557,5.783,3.909,2.729,3.655,1.28
"Glyma.08G028100",42.439,30.772,16.203,16.593,12.418,14.586,13.118,8.05,6.842,1.766
"Glyma.08G029500",20.261,13.551,8.079,6.555,4.035,5.144,3.827,2.194,1.418,0.204
"Glyma.08G031100",33.285,21.67,17.997,11.171,8.532,12.282,7.201,6.627,4.118,5.92
"Glyma.08G032200",7.828,4.272,2.343,2.118,0.723,1.921,0.887,0.489,0.131,0.337
"Glyma.08G036400",53.834,42.111,24.894,33.362,11.011,27.879,14.146,6.502,0.68,0.045
"Glyma.08G040000",13.504,12.088,9.193,8.645,6.6,6.468,6.672,5.061,4.959,2.493
"Glyma.08G049400",35.392,21.116,12.866,8.219,2.979,4.744,2.89,1.9,1.592,0.278
"Glyma.08G052100",9.991,9.09,3.863,4.585,1.632,4.52,2.224,2.015,1.057,0.02
"Glyma.08G054700",15.211,8.041,3.775,3.038,2.346,2.727,2.252,0.883,0.738,0.401
"Glyma.08G054900",42.603,43.512,19.168,17.783,11.959,14.123,9.648,6.597,7.176,7.41
"Glyma.08G055700",71.26,44.867,17.667,13.06,7.7,13.855,6.328,4.524,2.017,0.303
"Glyma.08G056500",4.839,2.625,0.505,0.336,0.125,0.135,0.376,0.651,1.597,3.457
"Glyma.08G058600",31.449,25.111,9.426,15.344,4.979,8.709,4.199,2.063,0.494,0.014
"Glyma.08G059800",12.57,12.096,7.717,7.152,5.307,6.217,4.801,3.395,2.539,0.683
"Glyma.08G067500",2.79,1.854,1.351,1.409,1.085,1.275,1.237,1.385,2.535,3.378
"Glyma.08G068700",0.011,2.267,0.011,0.311,0.54,0.695,0.399,0.904,0.263,0.107
"Glyma.08G070000",0.014,0.069,0.146,0.396,16.643,0.84,15.442,36.545,56.748,153.67
"Glyma.08G072300",0.04,0.035,0.006,0.016,0.077,0.048,0.1,0.073,0.207,10.025
"Glyma.08G074000",72.762,86.205,38.605,40.793,14.354,27.466,15.469,7.744,1.358,0.009
"Glyma.08G074100",34.34,26.278,17.688,13.098,6.347,15.096,8.786,7.04,2.97,0.556
"Glyma.08G075300",0.022,0.031,0.06,0.062,0.032,0.007,0.018,0.006,0.009,0.061
"Glyma.08G077300",14.979,8.716,7.814,7.551,4.441,5.523,5.265,3.704,2.048,1.735
